 1.000000000E+001 2.500000000E+000 1.600000024E+000 3.099999905E+000 2.199999988E-001 4.399999976E-001
 1.100000000E+001 3.299999952E+000 2.500000000E+000 3.000000000E+000 2.199999988E-001 4.399999976E-001
 1.300529099E+001 3.960071802E+000 3.500000000E+000 3.292958498E+000 2.399999946E-001 4.799999893E-001
ZONE T="ZONE 3"
 STRANDID=0, SOLUTIONTIME=0
 I=12, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
 1.048481941E+000 3.300000191E+000 3.000000000E+000 2.513902903E+000 2.000000030E-001 4.000000060E-001
 2.673159361E+000 3.509001732E+000 2.796959400E+000 3.099999905E+000 2.199999988E-001 4.399999976E-001
 4.016503334E+000 3.000000000E+000 2.310962200E+000 3.500000000E+000 2.399999946E-001 4.799999893E-001
 5.341593742E+000 3.181996107E+000 2.400000095E+000 1.858731627E+000 2.399999946E-001 4.799999893E-001
 6.629251480E+000 3.112122297E+000 1.801960349E+000 2.690017939E+000 2.000000030E-001 4.000000060E-001
 7.521929264E+000 7.039207220E-001 1.480976105E+000 1.856011152E+000 1.599999964E-001 3.199999928E-001
 8.000000000E+000 1.000000000E+000 5.000000000E-001 1.500000000E+000 1.599999964E-001 3.199999928E-001
 9.000000000E+000 5.000000000E-001 0.000000000E+000 1.400000095E+000 1.599999964E-001 3.199999928E-001
 9.983496666E+000 1.099999905E+000 1.000000238E-001 1.712022305E+000 1.000000015E-001 2.000000030E-001
 1.100000000E+001 1.205941200E+000 6.000000238E-001 2.099999905E+000 2.199999988E-001 4.399999976E-001
 1.221454334E+001 2.299999952E+000 1.500000000E+000 2.000000000E+000 2.199999988E-001 4.399999976E-001
 1.298334789E+001 2.761032104E+000 2.450990200E+000 2.268953800E+000 2.399999946E-001 4.799999893E-001
ZONE T="ZONE 4"
 STRANDID=0, SOLUTIONTIME=0
 I=12, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
 1.451797867E+001 4.300000191E+000 4.000000000E+000 3.702940702E+000 2.000000030E-001 4.000000060E-001
 1.550000000E+001 4.500000000E+000 4.000000000E+000 4.226025105E+000 2.199999988E-001 4.399999976E-001
 1.671574402E+001 4.000000000E+000 3.644028902E+000 4.500000000E+000 2.399999946E-001 4.799999893E-001
 1.750000000E+001 4.199999809E+000 3.400000095E+000 4.199999809E+000 2.399999946E-001 4.799999893E-001
 1.841010666E+001 3.500000000E+000 3.000000000E+000 4.059091568E+000 2.000000030E-001 4.000000060E-001
 1.955393600E+001 1.181816339E+000 2.599999905E+000 2.799999952E+000 1.599999964E-001 3.199999928E-001
 2.050000000E+001 2.063012600E+000 1.500000000E+000 2.500000000E+000 1.599999964E-001 3.199999928E-001
 2.150000000E+001 1.500000000E+000 1.000000000E+000 2.400000095E+000 1.599999964E-001 3.199999928E-001
 2.250000000E+001 2.099999905E+000 1.100000024E+000 2.599999905E+000 1.000000015E-001 2.000000030E-001
 2.350000000E+001 2.500000000E+000 1.600000024E+000 3.099999905E+000 2.199999988E-001 4.399999976E-001
 2.450000000E+001 3.299999952E+000 2.500000000E+000 3.000000000E+000 2.199999988E-001 4.399999976E-001
 2.650529099E+001 3.960071802E+000 3.500000000E+000 3.292958498E+000 2.399999946E-001 4.799999893E-001
